Customer ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Group,Total_Score
2979,29,2,277.05,4,2,1,421,7
2980,31,13,3239.57,4,5,5,455,14
2981,5,42,16425.86,5,5,5,555,15
2982,663,8,181.35,1,4,1,141,6
2983,40,1,427.93,4,1,2,412,7
2984,362,4,689.07,2,3,3,233,8
2985,449,2,613.08,1,2,3,123,6
2986,373,2,678.11,2,2,3,223,7
2987,96,2,913.19,3,2,3,323,8
2988,26,13,4557.13,4,5,5,455,14
2989,75,7,2389.08,3,4,4,344,11
2990,57,11,5081.33,4,5,5,455,14
2991,21,2,722.74,4,2,3,423,9
2992,492,11,6251.26,1,5,5,155,11
2993,41,8,3739.01,4,4,5,445,13
2994,662,1,59.400000000000006,1,1,1,111,3
2995,137,8,6017.06,3,4,5,345,12
2996,8,17,3084.54,5,5,5,555,15
2997,129,2,307.32,3,2,2,322,7
2998,690,1,60.959999999999994,1,1,1,111,3
2999,40,3,1221.56,4,3,4,434,11
3000,383,4,1211.75,2,3,3,233,8
3001,463,2,246.5,1,2,1,121,4
3002,169,8,4877.84,3,4,5,345,12
3003,9,11,3248.96,5,5,5,555,15
3004,214,5,1890.5700000000002,2,4,4,244,10
3005,15,12,13733.550000000001,5,5,5,555,15
3006,170,4,2027.79,3,3,4,334,10
3007,40,3,942.08,4,3,3,433,10
3008,186,1,394.14,3,1,2,312,6
3009,492,1,468.65,1,1,2,112,4
3010,270,1,140.54,2,1,1,211,4
3011,172,5,2733.8,3,4,4,344,11
3012,396,2,1216.66,2,2,3,223,7
3013,584,1,289.87,1,1,2,112,4
3014,5,7,2911.62,5,4,5,545,14
3015,16,5,891.34,5,4,3,543,12
3016,10,11,5286.8,5,5,5,555,15
3017,326,1,107.45,2,1,1,211,4
3018,113,2,796.38,3,2,3,323,8
3019,290,1,94.0,2,1,1,211,4
3020,16,2,1345.53,5,2,4,524,11
3021,1,3,815.77,5,3,3,533,11
3022,92,8,1302.3,3,4,4,344,11
3023,452,2,216.95000000000002,1,2,1,121,4
3024,149,6,1830.54,3,4,4,344,11
3025,492,2,170.88,1,2,1,121,4
3026,376,1,257.06,2,1,1,211,4
3027,189,2,659.84,3,2,3,323,8
3028,31,4,975.87,4,3,3,433,10
3029,34,4,1046.74,4,3,3,433,10
3030,264,1,267.18,2,1,1,211,4
3031,721,1,131.25,1,1,1,111,3
3032,84,10,4685.72,3,5,5,355,13
3033,26,4,1348.93,4,3,4,434,11
3034,171,1,190.53,3,1,1,311,5
3035,692,5,6798.72,1,4,5,145,10
3036,10,3,774.9000000000001,5,3,3,533,11
3037,313,1,559.61,2,1,2,212,5
3038,65,7,4572.82,3,4,5,345,12
3039,85,1,508.8,3,1,2,312,6
3040,425,2,449.42,1,2,2,122,5
3041,25,1,135.86,4,1,1,411,6
3042,434,6,743.0,1,4,3,143,8
3043,59,10,3805.34,4,5,5,455,14
3044,323,7,1619.97,2,4,4,244,10
3045,38,3,266.89,4,3,1,431,8
3046,254,3,597.78,2,3,2,232,7
3047,400,4,1941.1200000000001,2,3,4,234,9
3048,19,9,2156.35,5,5,4,554,14
3049,33,3,1430.54,4,3,4,434,11
3050,15,4,762.75,5,3,3,533,11
3051,27,2,397.35,4,2,2,422,8
3052,468,2,954.75,1,2,3,123,6
3053,503,1,153.24,1,1,1,111,3
3054,23,2,320.76,4,2,2,422,8
3055,214,2,533.3,2,2,2,222,6
3056,8,11,2567.06,5,5,4,554,14
3057,22,1,149.29,4,1,1,411,6
3058,12,3,1067.75,5,3,3,533,11
3059,262,2,393.45,2,2,2,222,6
3060,131,1,156.57999999999998,3,1,1,311,5
3061,405,4,1269.05,2,3,4,234,9
3062,55,3,383.68,4,3,2,432,9
3063,396,3,1254.21,2,3,4,234,9
3064,249,1,594.0,2,1,2,212,5
3065,2,14,5114.23,5,5,5,555,15
3066,9,2,1411.21,5,2,4,524,11
3067,264,2,284.5,2,2,1,221,5
3068,377,3,399.75,2,3,2,232,7
3069,331,5,492.88,2,4,2,242,8
3070,313,2,788.81,2,2,3,223,7
3071,26,3,974.52,4,3,3,433,10
3072,30,1,429.84,4,1,2,412,7
3073,434,2,226.86,1,2,1,121,4
3074,30,6,1785.1100000000001,4,4,4,444,12
3075,2,7,1371.77,5,4,4,544,13
3076,362,2,305.99,2,2,2,222,6
3077,598,1,38.25,1,1,1,111,3
3078,283,10,2091.52,2,5,4,254,11
3079,262,1,237.07,2,1,1,211,4
3080,25,2,370.43999999999994,4,2,2,422,8
3081,417,2,202.82999999999998,1,2,1,121,4
3082,354,1,214.26,2,1,1,211,4
3083,461,2,429.7,1,2,2,122,5
3084,94,4,737.05,3,3,3,333,9
3085,29,1,126.14,4,1,1,411,6
3086,338,1,1044.65,2,1,3,213,6
3087,20,32,12100.4,4,5,5,455,14
3088,85,4,1560.46,3,3,4,334,10
3089,9,3,524.88,5,3,2,532,10
3090,51,3,1430.48,4,3,4,434,11
3091,50,3,874.25,4,3,3,433,10
3092,576,1,63.419999999999995,1,1,1,111,3
3093,2,3,1292.01,5,3,4,534,12
3094,113,1,371.56,3,1,2,312,6
3095,14,8,2046.0,5,4,4,544,13
3096,596,1,150.35,1,1,1,111,3
3097,77,1,454.10999999999996,3,1,2,312,6
3098,380,4,2209.98,2,3,4,234,9
3099,650,1,368.4,1,1,2,112,4
3100,40,3,1983.48,4,3,4,434,11
3101,733,1,147.4,1,1,1,111,3
3102,116,5,6279.0,3,4,5,345,12
3103,401,1,1993.34,2,1,4,214,7
3104,16,19,14417.36,5,5,5,555,15
3105,161,10,817.8199999999999,3,5,3,353,11
3106,1,6,4652.1,5,4,5,545,14
3107,30,7,4810.92,4,4,5,445,13
3108,527,1,102.0,1,1,1,111,3
3109,680,1,231.32,1,1,1,111,3
3110,93,5,431.92,3,4,2,342,9
3111,23,8,2419.61,4,4,4,444,12
3112,430,1,210.85,1,1,1,111,3
3113,95,6,3100.09,3,4,5,345,12
3114,28,2,659.4599999999999,4,2,3,423,9
3115,33,9,4121.68,4,5,5,455,14
3116,21,5,3702.6,4,4,5,445,13
3117,379,1,246.5,2,1,1,211,4
3118,631,1,146.14000000000001,1,1,1,111,3
3119,18,9,8657.39,5,5,5,555,15
3120,3,44,24972.86,5,5,5,555,15
3121,724,1,158.65,1,1,1,111,3
3122,8,4,1131.56,5,3,3,533,11
3123,405,2,399.95,2,2,2,222,6
3124,16,14,13003.869999999999,5,5,5,555,15
3125,363,2,257.3,2,2,1,221,5
3126,81,4,402.7,3,3,2,332,8
3127,53,5,3610.96,4,4,5,445,13
3128,23,6,2030.33,4,4,4,444,12
3129,172,1,475.86,3,1,2,312,6
3130,189,6,1000.27,3,4,3,343,10
3131,380,1,152.41,2,1,1,211,4
3132,331,1,250.0,2,1,1,211,4
3133,12,5,900.53,5,4,3,543,12
3134,156,4,331.58,3,3,2,332,8
3135,33,35,26437.05,4,5,5,455,14
3136,12,18,6392.06,5,5,5,555,15
3137,387,1,171.81,2,1,1,211,4
3138,45,3,62.43,4,3,1,431,8
3139,233,1,267.03,2,1,1,211,4
3140,64,15,4189.99,3,5,5,355,13
3141,383,2,344.61,2,2,2,222,6
3142,2,1,343.5,5,1,2,512,8
3143,40,16,7098.24,4,5,5,455,14
3144,33,2,397.99,4,2,2,422,8
3145,84,16,17259.19,3,5,5,355,13
3146,25,2,591.4,4,2,2,422,8
3147,2,4,890.22,5,3,3,533,11
3148,33,2,148.44,4,2,1,421,7
3149,19,23,5554.89,5,5,5,555,15
3150,254,1,229.33,2,1,1,211,4
3151,23,12,4783.66,4,5,5,455,14
3152,22,5,1808.68,4,4,4,444,12
3153,8,2,1972.39,5,2,4,524,11
3154,25,10,3738.85,4,5,5,455,14
3155,19,3,807.57,5,3,3,533,11
3156,726,1,162.25,1,1,1,111,3
3157,173,6,1044.3700000000001,3,4,3,343,10
3158,409,1,259.09,2,1,1,211,4
3159,163,1,110.92,3,1,1,311,5
3160,538,6,3358.3999999999996,1,4,5,145,10
3161,7,1,538.46,5,1,2,512,8
3162,11,2,460.68,5,2,2,522,9
3163,114,1,85.13000000000001,3,1,1,311,5
3164,512,3,855.71,1,3,3,133,7
3165,288,2,242.26,2,2,1,221,5
3166,9,20,7807.89,5,5,5,555,15
3167,54,2,288.96999999999997,4,2,2,422,8
3168,607,2,1079.1000000000001,1,2,3,123,6
3169,7,26,10057.05,5,5,5,555,15
3170,596,1,158.09,1,1,1,111,3
3171,77,8,2334.16,3,4,4,344,11
3172,4,12,2211.05,5,5,4,554,14
3173,37,7,1679.81,4,4,4,444,12
3174,217,2,252.52,2,2,1,221,5
3175,60,1,428.93,3,1,2,312,6
3176,278,1,217.2,2,1,1,211,4
3177,12,36,11243.91,5,5,5,555,15
3178,24,1,279.77,4,1,1,411,6
3179,29,1,468.91,4,1,2,412,7
3180,639,1,202.68,1,1,1,111,3
3181,568,1,1109.4,1,1,3,113,5
3182,398,2,153.52,2,2,1,221,5
3183,12,8,1934.3899999999999,5,4,4,544,13
3184,352,3,671.4300000000001,2,3,3,233,8
3185,22,7,2859.46,4,4,4,444,12
3186,463,2,70.74000000000001,1,2,1,121,4
3187,50,2,173.16,4,2,1,421,7
3188,393,2,227.87,2,2,1,221,5
3189,19,1,186.01,5,1,1,511,7
3190,3,3,758.29,5,3,3,533,11
3191,104,10,3583.45,3,5,5,355,13
3192,7,25,8736.49,5,5,5,555,15
3193,12,14,3892.35,5,5,5,555,15
3194,5,10,3965.2,5,5,5,555,15
3195,32,5,1188.42,4,4,3,443,11
3196,178,6,1101.44,3,4,3,343,10
3197,620,1,30.1,1,1,1,111,3
3198,38,1,921.37,4,1,3,413,8
3199,151,5,396.03000000000003,3,4,2,342,9
3200,162,1,127.1,3,1,1,311,5
3201,69,5,1250.63,3,4,4,344,11
3202,377,8,1375.39,2,4,4,244,10
3203,121,38,7480.4,3,5,5,355,13
3204,25,3,682.9100000000001,4,3,3,433,10
3205,376,1,95.96,2,1,1,211,4
3206,24,6,1268.2,4,4,4,444,12
3207,177,1,455.3,3,1,2,312,6
3208,593,3,1139.1,1,3,3,133,7
3209,50,7,1522.0800000000002,4,4,4,444,12
3210,678,1,579.6,1,1,2,112,4
3211,256,3,478.53000000000003,2,3,2,232,7
3212,382,5,1496.6,2,4,4,244,10
3213,583,3,217.9,1,3,1,131,5
3214,47,1,388.58,4,1,2,412,7
3215,71,1,199.8,3,1,1,311,5
3216,16,5,1771.78,5,4,4,544,13
3217,488,1,357.6,1,1,2,112,4
3218,101,9,2727.72,3,5,4,354,12
3219,35,2,563.37,4,2,2,422,8
3220,53,2,548.02,4,2,2,422,8
3221,27,3,1250.06,4,3,4,434,11
3222,428,4,1199.31,1,3,3,133,7
3223,11,30,14191.74,5,5,5,555,15
3224,8,16,3137.96,5,5,5,555,15
3225,79,2,88.48,3,2,1,321,6
3226,52,1,216.39,4,1,1,411,6
3227,36,9,1741.95,4,5,4,454,13
3228,61,17,5230.99,3,5,5,355,13
3229,337,9,1708.97,2,5,4,254,11
3230,28,5,1785.98,4,4,4,444,12
3231,184,1,298.48,3,1,2,312,6
3232,52,1,112.46000000000001,4,1,1,411,6
3233,10,26,2997.28,5,5,5,555,15
3234,36,2,195.15,4,2,1,421,7
3235,610,1,433.71999999999997,1,1,2,112,4
3236,438,4,3147.36,1,3,5,135,9
3237,10,47,21373.97,5,5,5,555,15
3238,438,1,317.11,1,1,2,112,4
3239,396,3,828.5500000000001,2,3,3,233,8
3240,33,4,776.851,4,3,3,433,10
3241,11,1,336.40000000000003,5,1,2,512,8
3242,57,4,1942.36,4,3,4,434,11
3243,4,4,1293.03,5,3,4,534,12
3244,43,17,7852.61,4,5,5,455,14
3245,141,8,2437.05,3,4,4,344,11
3246,117,4,588.13,3,3,2,332,8
3247,104,9,3236.4,3,5,5,355,13
3248,75,3,1067.52,3,3,3,333,9
3249,457,2,566.9,1,2,2,122,5
3250,5,17,5333.08,5,5,5,555,15
3251,450,4,2240.9,1,3,4,134,8
3252,45,3,1481.4,4,3,4,434,11
3253,642,1,596.67,1,1,2,112,4
3254,16,8,3285.31,5,4,5,545,14
3255,509,13,4335.96,1,5,5,155,11
3256,17,2,554.65,5,2,2,522,9
3257,396,1,100.35,2,1,1,211,4
3258,90,4,1444.58,3,3,4,334,10
3259,53,5,797.59,4,4,3,443,11
3260,379,6,2265.2,2,4,4,244,10
3261,134,3,1065.08,3,3,3,333,9
3262,4,29,23494.31,5,5,5,555,15
3263,105,12,5345.55,3,5,5,355,13
3264,730,1,105.78000000000002,1,1,1,111,3
3265,192,3,664.0,2,3,3,233,8
3266,166,4,803.54,3,3,3,333,9
3267,19,3,1055.17,5,3,3,533,11
3268,158,5,784.8100000000001,3,4,3,343,10
3269,415,1,169.0,1,1,1,111,3
3270,204,2,639.5,2,2,3,223,7
3271,336,4,1660.35,2,3,4,234,9
3272,522,2,553.88,1,2,2,122,5
3273,37,5,1259.06,4,4,4,444,12
3274,91,5,1405.94,3,4,4,344,11
3275,93,2,877.4399999999999,3,2,3,323,8
3276,9,2,922.53,5,2,3,523,10
3277,243,1,560.67,2,1,2,212,5
3278,45,4,748.5,4,3,3,433,10
3279,23,1,30.0,4,1,1,411,6
3280,190,8,2117.27,2,4,4,244,10
3281,44,3,532.49,4,3,2,432,9
3282,25,15,2603.69,4,5,4,454,13
3283,317,8,1215.95,2,4,3,243,9
3284,661,2,283.73,1,2,1,121,4
3285,106,1,138.14,3,1,1,311,5
3286,51,4,1254.03,4,3,4,434,11
3287,168,5,3987.07,3,4,5,345,12
3288,472,2,632.9399999999999,1,2,3,123,6
3289,40,1,301.32,4,1,2,412,7
3290,218,1,76.32000000000001,2,1,1,211,4
3291,40,4,684.34,4,3,3,433,10
3292,297,2,325.2,2,2,2,222,6
3293,19,7,2657.13,5,4,4,544,13
3294,725,1,45.300000000000004,1,1,1,111,3
3295,88,9,6204.32,3,5,5,355,13
3296,73,13,6948.2300000000005,3,5,5,355,13
3297,81,4,542.04,3,3,2,332,8
3298,19,3,3435.76,5,3,5,535,13
3299,49,3,1305.63,4,3,4,434,11
3300,53,3,1825.94,4,3,4,434,11
3301,24,4,781.28,4,3,3,433,10
3302,9,10,4028.69,5,5,5,555,15
3303,25,14,2989.7,4,5,5,455,14
3304,599,2,318.24,1,2,2,122,5
3305,117,2,524.54,3,2,2,322,7
3306,547,3,173.95,1,3,1,131,5
3307,450,1,55.980000000000004,1,1,1,111,3
3308,420,1,90.0,1,1,1,111,3
3309,9,9,2993.1,5,5,5,555,15
3310,419,1,190.57,1,1,1,111,3
3311,120,3,521.03,3,3,2,332,8
3312,4,2,239.76,5,2,1,521,8
3313,252,4,571.3,2,3,2,232,7
3314,28,1,191.04,4,1,1,411,6
3315,659,1,37.5,1,1,1,111,3
3316,1,24,9978.48,5,5,5,555,15
3317,267,4,1131.04,2,3,3,233,8
3318,33,13,3881.2200000000003,4,5,5,455,14
3319,690,1,246.75,1,1,1,111,3
3320,624,1,46.2,1,1,1,111,3
3321,18,1,309.65,5,1,2,512,8
3322,172,2,696.68,3,2,3,323,8
3323,2,4,1529.0,5,3,4,534,12
3324,476,2,140.39000000000001,1,2,1,121,4
3325,265,1,211.5,2,1,1,211,4
3326,140,6,3734.6600000000003,3,4,5,345,12
3327,201,1,143.1,2,1,1,211,4
3328,64,4,1060.56,3,3,3,333,9
3329,35,4,916.98,4,3,3,433,10
3330,41,9,3887.15,4,5,5,455,14
3331,284,2,327.85,2,2,2,222,6
3332,417,1,898.87,1,1,3,113,5
3333,557,2,420.25,1,2,2,122,5
3334,9,12,3472.4100000000003,5,5,5,555,15
3335,143,4,839.64,3,3,3,333,9
3336,12,5,783.96,5,4,3,543,12
3337,556,5,658.02,1,4,3,143,8
3338,146,11,2485.26,3,5,4,354,12
3339,234,5,607.0,2,4,2,242,8
3340,540,1,293.79,1,1,2,112,4
3341,33,31,10195.97,4,5,5,455,14
3342,24,2,739.22,4,2,3,423,9
3343,12,1,471.40000000000003,5,1,2,512,8
3344,36,11,5234.0,4,5,5,455,14
3345,365,4,930.7,2,3,3,233,8
3346,201,3,310.85,2,3,2,232,7
3347,15,1,415.25,5,1,2,512,8
3348,390,1,321.91,2,1,2,212,5
3349,17,15,9371.71,5,5,5,555,15
3350,380,2,544.6,2,2,2,222,6
3351,213,3,192.55,2,3,1,231,6
3352,66,5,1726.58,3,4,4,344,11
3353,554,1,125.3,1,1,1,111,3
3354,212,10,1543.97,2,5,4,254,11
3355,283,1,162.3,2,1,1,211,4
3356,115,4,2263.3,3,3,4,334,10
3357,421,1,327.68,1,1,2,112,4
3358,435,2,1767.12,1,2,4,124,7
3359,15,8,1188.1200000000001,5,4,3,543,12
3360,19,41,13043.32,5,5,5,555,15
3361,66,1,449.12,3,1,2,312,6
3362,49,1,154.88,4,1,1,411,6
3363,458,2,208.62,1,2,1,121,4
3364,619,1,156.87,1,1,1,111,3
3365,16,4,775.96,5,3,3,533,11
3366,78,1,34.8,3,1,1,311,5
3367,19,4,1094.59,5,3,3,533,11
3368,134,1,196.88,3,1,1,311,5
3369,13,9,2499.81,5,5,4,554,14
3370,40,3,609.8100000000001,4,3,3,433,10
3371,235,3,44534.3,2,3,5,235,10
3372,3,18,6452.991,5,5,5,555,15
3373,461,11,1380.44,1,5,4,154,10
3374,40,9,3924.91,4,5,5,455,14
3375,305,1,79.2,2,1,1,211,4
3376,51,9,3037.61,4,5,5,455,14
3377,10,17,5993.12,5,5,5,555,15
3378,61,4,528.01,3,3,2,332,8
3379,66,6,2940.36,3,4,5,345,12
3380,25,1,205.25,4,1,1,411,6
3381,218,7,830.9300000000001,2,4,3,243,9
3382,631,2,13916.34,1,2,5,125,8
3383,443,1,143.05,1,1,1,111,3
3384,65,2,583.75,3,2,2,322,7
3385,32,2,1086.92,4,2,3,423,9
3386,88,8,4503.08,3,4,5,345,12
3387,667,1,370.63,1,1,2,112,4
3388,64,3,831.06,3,3,3,333,9
3389,116,34,15308.89,3,5,5,355,13
3390,7,46,88612.52,5,5,5,555,15
3391,613,1,321.45,1,1,2,112,4
3392,604,3,1006.54,1,3,3,133,7
3393,418,1,280.88,1,1,1,111,3
3394,6,2,774.52,5,2,3,523,10
3395,69,6,1288.34,3,4,4,344,11
3396,245,2,150.5,2,2,1,221,5
3397,133,1,241.62,3,1,1,311,5
3398,241,7,1762.61,2,4,4,244,10
3399,431,1,307.95,1,1,2,112,4
3400,463,2,124.08000000000001,1,2,1,121,4
3401,184,3,475.28000000000003,3,3,2,332,8
3402,25,3,345.46,4,3,2,432,9
3403,10,4,4014.1,5,3,5,535,13
3404,11,1,246.3,5,1,1,511,7
3405,468,2,848.3299999999999,1,2,3,123,6
3406,33,16,5969.93,4,5,5,455,14
3407,46,5,8501.62,4,4,5,445,13
3408,26,3,933.26,4,3,3,433,10
3409,509,1,221.82999999999998,1,1,1,111,3
3410,358,6,1962.01,2,4,4,244,10
3411,10,1,218.75,5,1,1,511,7
3412,44,5,3608.34,4,4,5,445,13
3413,400,2,933.84,2,2,3,223,7
3414,15,8,2399.57,5,4,4,544,13
3415,736,2,777.0,1,2,3,123,6
3416,150,8,1979.8700000000001,3,4,4,344,11
3417,1,17,5171.63,5,5,5,555,15
3418,113,6,2821.08,3,4,4,344,11
3419,493,3,1535.37,1,3,4,134,8
3420,76,4,1421.34,3,3,4,334,10
3421,107,7,1227.07,3,4,4,344,11
3422,46,3,1063.95,4,3,3,433,10
3423,143,1,451.42,3,1,2,312,6
3424,51,4,1929.66,4,3,4,434,11
3425,1,13,4206.39,5,5,5,555,15
3426,23,30,10148.93,4,5,5,455,14
3427,46,3,784.58,4,3,3,433,10
3428,50,5,1817.52,4,4,4,444,12
3429,306,21,17180.25,2,5,5,255,12
3430,36,7,1274.44,4,4,4,444,12
3431,79,8,2999.04,3,4,5,345,12
3432,22,7,3486.15,4,4,5,445,13
3433,107,12,5201.47,3,5,5,355,13
3434,208,2,1303.9099999999999,2,2,4,224,8
3435,17,6,2634.44,5,4,4,544,13
3436,64,5,2100.6,3,4,4,344,11
3437,542,2,144.14999999999998,1,2,1,121,4
3438,421,3,2766.4,1,3,4,134,8
3439,588,1,340.5,1,1,2,112,4
3440,49,10,3934.79,4,5,5,455,14
3441,320,1,206.98,2,1,1,211,4
3442,44,2,570.96,4,2,2,422,8
3443,3,6,1840.06,5,4,4,544,13
3444,372,3,3882.17,2,3,5,235,10
3445,453,2,890.94,1,2,3,123,6
3446,172,1,532.94,3,1,2,312,6
3447,56,4,2598.28,4,3,4,434,11
3448,73,28,3603.14,3,5,5,355,13
3449,375,1,1108.82,2,1,3,213,6
3450,99,2,636.14,3,2,3,323,8
3451,38,1,576.0,4,1,2,412,7
3452,58,3,794.64,4,3,3,433,10
3453,254,1,836.79,2,1,3,213,6
3454,738,1,80.4,1,1,1,111,3
3455,70,7,3764.39,3,4,5,345,12
3456,44,4,954.09,4,3,3,433,10
3457,50,1,137.37,4,1,1,411,6
3458,65,2,777.01,3,2,3,323,8
3459,11,34,73205.5,5,5,5,555,15
3460,33,3,1048.49,4,3,3,433,10
3461,59,2,355.56,4,2,2,422,8
3462,73,9,2742.41,3,5,4,354,12
3463,393,2,548.8,2,2,2,222,6
3464,304,1,118.95000000000002,2,1,1,211,4
3465,46,1,130.73999999999998,4,1,1,411,6
3466,18,11,4426.28,5,5,5,555,15
3467,385,1,107.01,2,1,1,211,4
3468,38,5,822.57,4,4,3,443,11
3469,622,1,137.99,1,1,1,111,3
3470,19,6,1006.75,5,4,3,543,12
3471,527,1,109.73,1,1,1,111,3
3472,187,3,257.26,3,3,1,331,7
3473,52,1,110.8,4,1,1,411,6
3474,4,21,5578.28,5,5,5,555,15
3475,137,6,1052.72,3,4,3,343,10
3476,4,52,32275.95,5,5,5,555,15
3477,19,2,570.48,5,2,2,522,9
3478,16,13,3552.41,5,5,5,555,15
3479,432,1,438.46,1,1,2,112,4
3480,41,17,2361.3,4,5,4,454,13
3481,12,12,4369.2,5,5,5,555,15
3482,8,13,2512.29,5,5,4,554,14
3483,26,5,355.1,4,4,2,442,10
3484,22,7,2180.76,4,4,4,444,12
3485,41,5,2241.42,4,4,4,444,12
3486,101,1,211.89,3,1,1,311,5
3487,5,31,8923.3,5,5,5,555,15
3488,583,1,94.53,1,1,1,111,3
3489,277,3,321.11,2,3,2,232,7
3490,33,4,857.46,4,3,3,433,10
3491,437,1,33.099999999999994,1,1,1,111,3
3492,15,4,729.25,5,3,3,533,11
3493,500,4,313.91999999999996,1,3,2,132,6
3494,64,21,11284.76,3,5,5,355,13
3495,646,1,108.52,1,1,1,111,3
3496,409,2,1449.1399999999999,2,2,4,224,8
3497,2,2,490.33,5,2,2,522,9
3498,562,2,330.77,1,2,2,122,5
3499,404,4,1137.8,2,3,3,233,8
3500,369,1,329.03000000000003,2,1,2,212,5
3501,312,5,501.39000000000004,2,4,2,242,8
3502,199,8,1124.66,2,4,3,243,9
3503,2,2,396.48,5,2,2,522,9
3504,432,2,244.60000000000002,1,2,1,121,4
3505,93,15,1951.82,3,5,4,354,12
3506,60,4,1052.8700000000001,3,3,3,333,9
3507,407,3,1027.15,2,3,3,233,8
3508,81,3,429.16,3,3,2,332,8
3509,157,8,1427.6,3,4,4,344,11
3510,395,5,535.65,2,4,2,242,8
3511,227,1,511.68,2,1,2,212,5
3512,669,1,128.2,1,1,1,111,3
3513,482,1,305.28000000000003,1,1,2,112,4
3514,253,2,258.25,2,2,1,221,5
3515,150,1,179.17,3,1,1,311,5
3516,194,2,208.59,2,2,1,221,5
3517,1,25,4996.45,5,5,5,555,15
3518,369,1,56.25,2,1,1,211,4
3519,24,4,886.5699999999999,4,3,3,433,10
3520,17,7,687.72,5,4,3,543,12
3521,380,1,145.01,2,1,1,211,4
3522,10,12,8939.84,5,5,5,555,15
3523,8,1,164.68,5,1,1,511,7
3524,543,1,114.69,1,1,1,111,3
3525,20,10,2530.19,4,5,4,454,13
3526,4,3,882.72,5,3,3,533,11
3527,491,2,758.62,1,2,3,123,6
3528,174,1,191.94,3,1,1,311,5
3529,1,15,2661.17,5,5,4,554,14
3530,624,8,1700.24,1,4,4,144,9
3531,178,9,1074.7,3,5,3,353,11
3532,534,1,6.300000000000001,1,1,1,111,3
3533,378,2,205.99,2,2,1,221,5
3534,402,1,364.45,2,1,2,212,5
3535,16,13,3145.2400000000002,5,5,5,555,15
3536,248,5,530.17,2,4,2,242,8
3537,191,3,582.88,2,3,2,232,7
3538,20,2,525.69,4,2,2,422,8
3539,154,9,569.14,3,5,2,352,10
3540,173,4,775.26,3,3,3,333,9
3541,373,1,369.5,2,1,2,212,5
3542,373,1,127.08,2,1,1,211,4
3543,731,1,102.82,1,1,1,111,3
3544,194,1,207.15,2,1,1,211,4
3545,542,1,134.44,1,1,1,111,3
3546,647,1,106.54,1,1,1,111,3
3547,656,1,293.53,1,1,2,112,4
3548,644,1,594.0,1,1,2,112,4
3549,67,1,426.63,3,1,2,312,6
3550,428,1,239.9,1,1,1,111,3
3551,4,8,2495.87,5,4,4,544,13
3552,21,3,1107.46,4,3,3,433,10
3553,418,2,2190.66,1,2,4,124,7
3554,239,2,416.86,2,2,2,222,6
3555,379,2,282.79,2,2,1,221,5
3556,64,1,145.35,3,1,1,311,5
3557,112,9,734.81,3,5,3,353,11
3558,90,16,9060.39,3,5,5,355,13
3559,311,1,35.8,2,1,1,211,4
3560,637,1,405.0,1,1,2,112,4
3561,134,1,337.44,3,1,2,312,6
3562,650,2,271.28999999999996,1,2,1,121,4
3563,277,4,2164.24,2,3,4,234,9
3564,365,4,646.27,2,4,3,243,9
3565,503,3,2304.18,1,3,4,134,8
3566,83,1,1708.24,3,1,4,314,8
3567,8,3,1509.0900000000001,5,3,4,534,12
3568,17,2,364.72,5,2,2,522,9
3569,32,10,7120.91,4,5,5,455,14
3570,9,3,1013.17,5,3,3,533,11
3571,34,4,781.91,4,4,3,443,11
3572,15,18,3440.3399999999997,5,5,5,555,15
3573,589,1,190.75,1,1,1,111,3
3574,24,22,8085.9800000000005,4,5,5,455,14
3575,551,2,617.6,1,2,3,123,6
3576,32,3,921.25,4,3,3,433,10
3577,74,4,462.12,3,4,2,342,9
3578,682,3,542.89,1,3,2,132,6
3579,374,4,410.95,2,4,2,242,8
3580,379,1,451.28999999999996,2,1,2,212,5
3581,449,1,289.48,1,1,2,112,4
3582,20,2,470.76,4,2,2,422,8
3583,663,1,269.21000000000004,1,1,1,111,3
3584,17,13,2771.94,5,5,4,554,14
3585,451,1,426.53000000000003,1,1,2,112,4
3586,23,12,2966.0,4,5,5,455,14
3587,388,1,404.55,2,1,2,212,5
3588,3,5,1127.05,5,4,3,543,12
3589,304,2,1017.32,2,2,3,223,7
3590,18,18,5902.83,5,5,5,555,15
3591,456,5,1769.33,1,4,4,144,9
3592,367,3,680.62,2,3,3,233,8
3593,39,7,3442.15,4,4,5,445,13
3594,84,1,371.01,3,1,2,312,6
3595,165,6,1694.41,3,4,4,344,11
3596,17,2,1054.73,5,2,3,523,10
3597,77,3,3279.42,3,3,5,335,11
3598,603,1,329.22,1,1,2,112,4
3599,89,7,6543.68,3,4,5,345,12
3600,25,21,9362.77,4,5,5,455,14
3601,605,1,324.51,1,1,2,112,4
3602,22,8,3110.37,4,4,5,445,13
3603,3,30,8393.02,5,5,5,555,15
3604,123,7,2715.28,3,4,4,344,11
3605,30,2,354.42,4,2,2,422,8
3606,12,8,1535.99,5,4,4,544,13
3607,19,3,738.89,5,3,3,533,11
3608,376,2,368.31,2,2,2,222,6
3609,44,7,1997.75,4,4,4,444,12
3610,534,1,150.55,1,1,1,111,3
3611,4,3,896.6,5,3,3,533,11
3612,9,7,2777.67,5,4,4,544,13
3613,55,3,1175.68,4,3,3,433,10
3614,414,1,694.54,1,1,3,113,5
